IsGood.Purchase,Critic.Ratings,Acq.Cost,CurrentAuctionAveragePrice,Brush.Size,CollectorsAverageprice,Is.It.Online.Sale,Min.Guarantee.Cost
1,8.2564,34860,32025,NULL,8067,0,15064
0,6.1475,47600,34300,2,8322,0,11921
0,6.9967,50470,44443,2,10877,0,5096
1,6.5911,54740,43323,1,10903,0,9877
1,4.6648,30030,16807,1,5491,0,12383
0,9.4452,48370,36071,1,9026,0,9471
1,6.5979,25655,13545,2,4423,0,11977
0,7.499,33530,27363,2,6981,0,10542
1,8.7344,28455,40320,NULL,11847,0,6881
0,7.9138,57330,47411,1,12056,0,12999
0,7.0734,37100,28007,2,7368,0,3983
0,6.8373,50470,35959,2,8728,0,5096
0,5.8378,44170,46949,2,10699,0,5859
0,5.9741,51170,49714,2,10947,0,5859
0,9.7627,49700,41636,2,10094,0,5355
0,8.7892,49700,50876,1,11824,0,11431
1,7.6203,70875,57225,1,13135,0,11361
0,6.9857,65275,44555,1,11136,0,10556
0,7.5982,66675,47411,1,12056,0,12999
0,9.7399,32760,27776,1,9035,0,17542
0,9.5864,24885,16604,2,5455,0,9471
1,5.3035,63140,54824,1,11734,0,8183
0,7.6322,68145,53221,1,12361,0,6083
0,6.1538,61110,51436,2,11344,0,3731
0,7.4655,67445,51926,1,12487,0,13818
0,8.2543,36330,28609,2,7809,0,4158
0,6.2602,58310,45878,1,10341,0,5096
0,8.0135,34930,37485,2,9401,0,4158
0,6.207,61110,54691,2,12256,0,4410
0,7.787,56140,46312,1,10548,0,9723
0,8.127,51940,46949,1,11265,0,15064
0,6.0403,50470,48755,1,10820,0,5775
1,8.1495,70770,63014,NULL,785,0,8701
1,9.2263,49560,42875,NULL,8847,0,18557
0,9.0703,27650,18739,2,5276,0,7455
0,7.1142,54530,41293,1,9856,0,13818
0,7.7246,51240,61404,1,278,0,13818
0,9.7341,56140,68649,1,1736,0,13426
0,3.4858,50470,25711,1,7296,0,6174
0,8.8379,50470,23926,1,7268,0,12621
0,3.4095,37100,27552,2,8478,0,6174
1,6.1966,44170,36561,NULL,8793,0,11921
0,7.0295,42700,42168,2,9698,0,7266
0,8.6204,55440,50771,2,11499,0,5061
0,5.2257,39900,24430,2,7215,0,7602
0,7.4734,28980,16821,2,5338,0,11823
0,8.3066,32515,19397,1,5435,0,4158
0,7.3525,44590,21826,1,6995,0,13461
0,7.4398,47390,44198,1,9739,0,22932
0,7.1158,50190,47047,2,10658,0,4802
1,8.3292,58030,45164,1,10876,0,8701
0,8.0228,44100,31059,1,7543,0,6258
0,8.1188,53060,57862,1,11691,0,22855
0,8.6677,39480,42455,2,10128,0,9611
0,4.2835,43680,38507,2,9103,0,6825
0,6.0885,55720,52045,1,10818,0,3731
1,9.8674,30310,17283,1,5927,0,14518
0,8.2121,38780,27468,1,7567,0,12621
0,8.9062,55020,54215,1,11332,0,5971
0,7.0786,54390,50694,1,823,0,8085
0,8.0195,48720,38472,2,9748,0,10521
0,7.789,46410,50932,2,11437,0,7266
0,5.4557,69720,51471,1,13067,0,6440
1,9.2589,40040,36029,NULL,8306,0,10395
1,4.8508,57890,59612,NULL,12820,0,6335
0,4.8952,37240,28714,1,7123,0,4361
0,7.0735,35980,27020,2,7300,0,3983
0,8.6168,58660,60018,1,13023,0,14154
1,8.0814,46620,69132,1,1257,0,14154
0,6.1239,48860,50050,1,10795,0,5096
1,7.5399,33635,21077,NULL,5924,0,4802
0,7.1094,36890,35917,2,9307,0,10542
0,8.4685,45360,37863,1,8872,0,17164
0,6.6455,48020,31290,2,8662,0,27370
0,7.4481,48860,33222,1,8579,0,11823
1,7.4145,20475,11956,2,4185,0,13461
0,7.122,48300,38843,1,9798,0,5621
0,7.9419,43890,26215,2,6274,0,6083
0,9.2219,32515,24647,1,8041,0,16457
0,6.3376,63000,48426,1,11498,0,10556
0,5.6542,60340,76062,2,1476,0,5859
0,8.0361,58940,58653,1,12872,0,10521
0,4.9688,70175,63280,2,13171,0,5348
0,6.5259,82180,59493,1,318,0,3731
0,7.1965,56770,50008,1,12253,0,13818
0,8.2343,60340,77049,1,2840,0,5971
0,8.0503,52570,46648,1,10950,0,9611
0,8.3528,41230,37044,1,9120,0,4158
0,6.447,32830,25123,2,6733,0,3731
0,6.1889,70245,59157,1,13182,0,5096
0,9.6902,39900,30429,1,7508,0,13510
0,8.3285,63210,40761,1,10365,0,15064
0,7.8035,53340,41468,2,11197,0,11361
0,6.5743,51940,49301,1,11468,0,9191
0,5.7728,41300,22771,1,6272,0,12019
0,8.3246,59710,47670,1,12432,0,8701
0,8.7641,51240,73094,1,722,0,5971
0,6.3518,70000,65177,1,429,0,5096
0,9.8507,32060,32683,1,8341,0,7371
0,4.0593,41930,24689,2,6819,0,6825
1,9.4719,34160,42315,2,10987,0,13426
0,6.2735,33460,18564,1,5720,0,7875
0,6.5367,49700,43253,1,10127,0,11921
1,8.6215,62440,55769,1,12092,0,4158
0,7.3323,57260,43365,1,10278,0,5621
0,6.1703,72310,76419,1,2265,0,8505
0,5.7128,59640,51177,2,11230,0,6440
0,9.7543,41930,34902,1,8538,0,11487
0,6.9022,53270,52787,2,10905,0,3731
0,6.0947,64540,45913,1,11055,0,11242
1,7.3976,33810,36876,2,9063,0,5621
0,5.6391,38430,27335,2,7932,0,5278
0,7.6192,56070,75257,1,1710,0,3983
0,6.326,39830,31675,2,9001,0,3731
1,6.8048,68775,73332,2,1678,0,8505
0,6.7223,57610,37919,1,9052,0,7875
0,7.8244,49770,50148,1,10885,0,5621
1,8.356,54530,42189,1,10653,0,14154
0,6.2605,54740,61446,2,417,0,5096
0,8.1155,51240,36050,1,9077,0,15351
0,6.4126,63350,53158,1,11396,0,5096
0,7.7072,80850,67578,1,1415,0,5621
0,7.478,57540,45605,2,11242,0,10542
0,5.1122,42700,30205,1,8638,0,7021
1,7.1671,57330,41013,NULL,10539,0,15918
0,9.5552,61810,69265,1,1822,0,13426
0,6.4238,40600,28042,1,8039,0,11921
0,7.7652,70070,58660,1,11850,0,12999
1,8.6122,63000,47054,NULL,10838,0,14154
0,5.2863,37730,29918,1,7928,0,6440
0,6.1996,55720,53144,2,11595,0,7140
1,5.9477,31360,22288,NULL,6750,0,4116
1,9.172,73710,61117,1,819,0,14434
1,6.5535,37030,31150,NULL,8150,0,8505
1,7.004,48300,46102,1,11100,0,10542
0,7.2222,79380,NA,1,0,0,11361
0,8.0584,60340,61537,1,12755,0,10521
0,8.1645,73710,50897,1,12924,0,18984
0,7.9547,32760,46130,2,9801,0,3983
0,7.5091,58240,55818,1,12207,0,8904
0,8.0347,33565,17773,1,5995,0,10801
0,7.1489,37030,38983,1,10694,0,9723
0,8.1627,25585,11844,1,4450,0,10801
0,4.6778,50400,36400,2,8421,0,3374
1,8.3248,44240,45164,NULL,10848,0,13251
1,5.8938,41930,28728,2,8009,0,6440
1,9.4019,44240,28721,1,7834,0,13510
0,6.2801,59710,55034,2,11356,0,5096
0,8.4631,70245,61138,1,470,0,10521
0,8.2994,53830,57085,2,11281,0,7791
0,8.6575,44170,28224,1,7848,0,9611
0,7.3253,55440,53711,1,12495,0,9723
0,8.3091,54040,32256,1,9012,0,8701
1,8.1264,51240,44716,1,10142,0,5971
0,7.3344,56630,37807,1,9839,0,12180
0,5.7103,48720,51121,1,11453,0,6440
0,8.3667,37800,34118,2,8609,0,6881
0,7.4214,62510,70378,2,934,0,9723
0,5.1764,47320,51758,2,11695,0,5278
0,4.9017,43400,30338,1,8430,0,6825
0,8.0959,43190,29449,1,7574,0,7791
0,7.6263,37450,37940,2,10550,0,8085
0,7.4618,32935,15729,1,5063,0,10185
0,7.5777,33180,19460,1,5374,0,10542
0,7.4948,58030,42560,1,11537,0,15918
0,5.774,44590,24080,1,7120,0,10500
0,6.4979,39480,31654,2,7834,0,5096
0,9.108,74060,57162,1,432,0,15526
0,7.3308,56910,42252,1,10048,0,13818
0,8.9102,50050,53900,1,11414,0,8701
0,5.9084,35910,28434,1,7351,0,4697
1,6.7007,39830,21637,NULL,6457,0,4410
0,7.6746,51940,63784,1,12829,0,8904
0,6.7375,40250,21469,1,6723,0,4410
0,4.0307,40950,35567,2,8932,0,3374
0,8.6702,40250,36988,1,9812,0,12341
0,6.0267,56140,39382,1,9783,0,5775
0,7.0819,59150,59080,2,12152,0,13818
0,6.9734,44520,29554,2,7871,0,3731
0,6.5042,51590,35588,1,9553,0,10556
0,7.5861,43050,38458,2,9290,0,13818
0,7.3496,62160,45836,2,9999,0,11361
0,8.5836,52990,42756,2,9953,0,9611
0,6.5215,56280,55328,1,12113,0,5096
0,9.616,40950,31486,1,8531,0,15526
0,8.3241,45920,38339,1,10341,0,15064
0,7.1074,62860,45654,1,11721,0,13818
0,9.003,26950,15750,2,4709,0,11487
0,8.6497,51590,40635,2,9100,0,4158
0,8.5383,41790,27384,1,7878,0,14441
0,6.9072,41580,36414,2,9267,0,7140
0,8.4788,38780,24724,1,7428,0,35644
0,8.2401,34615,23205,1,8073,0,6881
0,6.9509,62090,61075,1,637,0,11921
0,8.5621,54320,44856,2,11581,0,9611
0,7.0424,38780,21168,1,5909,0,8085
0,5.8482,52220,43330,2,9596,0,4697
0,8.7192,59990,53900,1,12734,0,12341
0,8.5009,35210,33173,1,9094,0,14441
0,4.5864,50750,25389,1,7630,0,5474
0,9.4287,36015,39809,2,10061,0,13426
0,8.6024,34510,21602,2,6579,0,15064
0,8.013,59290,57078,1,12854,0,10521
0,6.8414,51520,45661,1,10371,0,11921
1,8.2187,35210,25459,1,7132,0,8701
0,7.3953,61110,37695,1,10366,0,12180
0,7.0971,54530,47355,1,12654,0,3983
1,5.5624,42000,37079,2,9022,0,6440
0,6.4495,46620,31997,1,7823,0,3731
0,6.9878,32830,35091,2,8846,0,3731
0,10.3035,24955,30079,1,7151,0,10150
1,5.8074,31185,20545,NULL,6244,0,8540
0,6.6151,48405,31493,1,6090,0,11921
1,6.9215,28700,10101,NULL,3198,0,6510
0,8.3752,27300,25942,2,4918,0,6881
0,4.8895,42070,31185,2,5437,0,3374
0,4.1894,39970,35336,2,6364,0,4361
0,6.7835,40670,37016,2,8846,0,5096
0,8.9858,51205,48923,1,8563,0,14154
0,6.9424,51205,0,2,2,0,8505
0,4.0658,68775,75992,2,12927,0,6825
0,4.906,41230,43519,1,7838,0,4361
0,8.7256,37170,46375,2,8625,0,12341
0,6.1962,27300,28770,2,5354,0,7140
0,8.1449,58275,38906,2,9499,0,4158
0,6.5954,51205,33201,1,6117,0,11921
0,5.8726,39970,34755,2,6198,0,3535
1,5.4912,39970,33670,NULL,6023,0,4697
1,9.5298,28700,17416,NULL,3788,0,20573
0,8.1605,56805,25158,1,4495,0,6258
0,6.7131,52605,38591,2,7175,0,11921
0,7.0573,35595,28602,2,5257,0,5621
0,6.617,24465,17864,2,3743,0,3731
0,8.3126,61775,56595,2,9465,0,10521
0,9.0938,27300,18767,2,4111,0,9387
0,5.9764,44205,37667,2,7023,0,4697
0,6.1817,51205,49070,2,11178,0,9877
0,9.1082,51205,29897,1,7141,0,7455
0,3.1845,51205,30849,2,5849,0,4914
0,6.2642,36470,23373,1,4478,0,10605
0,9.6216,38570,36141,1,6512,0,9471
1,7.1672,51205,49966,1,8830,0,8085
0,7.3498,52605,45626,1,10815,0,13818
0,5.5135,61075,57204,1,255,0,7602
1,4.4405,68075,59038,2,10288,0,6825
0,6.9289,48405,58555,2,13030,0,9191
0,6.2905,23065,21588,2,4177,0,7140
0,7.3179,38570,31696,2,8469,0,5621
0,8.3465,52605,61530,1,11801,0,12341
0,7.3628,61075,56378,1,9980,0,9723
0,6.2571,54005,45626,1,10815,0,11921
1,5.9,32235,26264,2,4783,0,3535
0,7.4015,51205,46949,2,9830,0,7266
0,8.3837,55405,71407,1,1156,0,15064
0,7.8348,44205,24325,1,6957,0,8085
1,6.6653,65275,72030,1,12910,0,8505
0,8.8324,40180,31724,2,6081,0,12341
0,6.2269,42770,27083,1,4985,0,7196
0,5.2531,31395,22036,2,6230,0,4697
0,7.8991,51065,50036,1,11090,0,8904
0,8.1872,37030,26467,2,7739,0,15064
0,5.795,44065,43267,2,9937,0,5859
0,7.1607,37730,32368,1,8515,0,8085
0,7.4428,42770,23835,1,6651,0,8085
1,6.7821,44205,51310,2,8496,0,9877
0,8.5909,52605,64435,1,464,0,11431
0,6.5035,34335,34671,2,6387,0,3731
0,7.3665,32935,45038,2,10719,0,11361
0,8.6421,28700,22428,2,6705,0,8701
0,7.373,34335,30128,1,7784,0,7266
0,9.2236,42770,47054,1,11216,0,12418
0,9.1828,63875,60620,1,124,0,4340
0,7.2169,34335,25942,2,6905,0,8085
0,4.0113,44205,30296,1,7928,0,5838
0,8.45,37170,27566,2,7831,0,15064
0,6.3232,51205,45255,1,8663,0,7140
0,7.4114,51205,49742,2,11070,0,8904
0,7.6269,55405,38325,1,8723,0,4802
0,6.5345,52605,55545,1,12178,0,11921
1,8.1996,21630,19278,NULL,4136,0,8981
1,9.4174,46305,31318,1,8635,0,11487
1,7.207,34335,20517,NULL,4038,0,8085
0,8.671,49805,35448,1,8727,0,15064
0,7.1367,68775,71750,1,1332,0,9723
0,6.673,34335,23891,1,6902,0,7140
0,5.2501,59675,54264,1,12340,0,3535
0,8.4329,21630,18046,2,7367,0,10801
0,7.7035,55615,41846,1,10577,0,13818
0,7.8697,37170,37310,1,9274,0,6440
1,6.3589,37170,27636,NULL,5202,0,7140
0,7.9346,51205,58240,1,12564,1,4802
0,7.2544,49805,57211,2,12154,1,13818
0,7.4455,51205,37464,1,9516,1,15456
0,8.1212,30135,24164,2,7171,1,16884
0,8.5376,34335,27370,2,7134,1,6881
0,5.7804,70175,70077,2,220,1,7602
0,7.0385,65275,58555,2,478,1,9723
0,6.9471,55405,49707,2,10783,1,11921
0,7.8035,60935,76426,1,2085,1,8904
0,7.4416,60375,71904,2,1290,1,10542
0,5.7032,45605,28784,1,6844,1,15204
0,5.2656,47565,55559,2,11528,1,5278
0,8.6988,45815,54796,1,264,1,12341
0,6.1296,66675,72212,1,1880,1,5096
0,8.8084,58275,74739,1,1995,1,11431
0,7.3643,44205,43197,1,9605,1,6440
0,5.0595,54705,63553,1,12681,1,7602
1,7.1669,31045,20188,NULL,4249,1,8085
0,7.3478,49805,56819,2,12425,1,9723
0,5.5983,68075,84042,2,2314,1,7602
0,8.2456,54005,75061,1,1415,1,15064
0,8.6439,54005,86723,1,2639,1,15974
0,6.9137,75110,70336,2,725,1,3731
0,8.7512,47075,48419,1,10539,1,11431
0,8.1727,56875,57841,1,11544,1,6881
0,6.2888,66745,72394,2,1708,1,8505
0,7.4787,48475,47880,1,10308,1,10542
0,4.7866,45675,44919,2,9836,1,3374
0,6.9177,52675,63777,2,12172,1,7140
0,8.9305,44275,51898,1,12018,1,12341
0,6.9191,51275,56882,2,11535,1,5096
1,6.2845,40040,37331,2,8993,1,8505
0,8.9243,51275,54495,1,11995,1,11431
0,4.0236,38640,37835,2,8812,1,3374
0,9.2402,41440,40019,2,9534,1,17465
0,8.9383,44275,48419,1,10539,1,11431
0,4.287,40600,43190,2,9598,1,6825
1,7.4296,28105,19852,1,6533,1,11823
0,7.8224,54075,54537,1,12694,1,10542
0,6.6256,58345,55111,1,12288,1,5096
0,7.7885,61145,49154,1,11346,1,3983
1,9.373,23835,17556,1,5699,1,17542
0,7.5447,72415,82495,2,2855,1,5621
0,8.7142,27370,24759,2,7186,1,15064
0,8.7408,33705,39186,3,9406,1,4158
0,6.0442,47075,41342,1,9907,1,5096
0,9.0667,66745,85134,3,2181,1,6363
1,7.5719,29400,36071,1,8858,0,12642
0,7.7621,52535,84238,1,2972,0,11361
0,9.5298,23695,20279,2,6242,0,9387
0,4.712,39200,36260,2,8498,0,6825
0,5.3554,38640,40873,2,9317,1,4697
1,8.2202,28770,27083,1,7064,1,18984
1,5.0515,40740,20713,2,6990,1,3535
0,6.5572,42840,44443,2,9762,1,6461
0,4.6615,31605,30114,2,7143,1,3374
0,7.89,27370,30828,2,7920,1,5621
0,7.2444,44975,35049,2,8692,1,11361
0,5.7694,33005,24808,2,8168,1,7602
0,4.9928,39340,41013,2,9616,1,4361
0,7.55,28770,24759,1,6216,1,7721
0,8.0098,36540,24206,2,7299,1,11431
0,7.9107,31605,26229,2,6858,1,5621
0,5.9007,41440,43057,2,9424,1,7602
1,7.0519,51275,41034,NULL,9778,1,4802
0,6.4344,52675,47866,1,11412,1,12607
0,5.651,38640,35357,1,8227,1,7602
0,4.1522,42840,43463,2,9917,1,3374
0,8.0811,41440,33880,1,8179,1,9611
0,7.0925,37940,35161,1,9048,1,8904
1,6.6309,27370,23982,NULL,7292,1,5775
0,7.9687,25235,27888,2,9886,1,5621
0,8.1712,27370,21728,1,6168,1,11431
0,7.8107,49175,45857,1,10161,1,6440
0,4.1877,37240,33124,1,8260,1,5838
0,6.2006,56035,70112,1,912,1,7826
0,8.7274,24535,21931,1,6206,1,5061
0,5.1656,38640,20307,1,6166,1,5278
0,7.8724,52675,70833,2,1101,1,9723
1,6.8134,52675,43596,NULL,10681,0,9877
0,8.3549,56175,61208,1,12922,0,15064
0,5.087,40040,36890,2,8160,0,4697
0,9.6257,25970,26908,2,9051,0,9387
0,7.9345,48475,35707,1,9075,0,13818
0,9.8027,44975,47019,1,1840,0,6440
1,6.5614,54075,48608,NULL,11891,0,9191
0,8.5139,33005,24647,1,8422,0,35644
1,4.8898,66745,69482,NULL,1091,0,3871
0,8.2541,38640,37926,2,9082,0,5971
0,6.8585,54075,70126,1,445,0,5096
0,7.2383,40040,35112,1,8696,0,8085
0,8.0188,51275,54320,1,12048,0,15064
0,3.579,45675,41244,2,9245,0,3234
0,5.5961,42840,52773,2,10362,0,4697
0,6.3353,52675,50484,1,11053,0,5096
0,6.5957,30205,15092,1,5188,0,3731
1,7.5763,48475,47376,2,11953,0,11361
0,7.4434,62370,63609,1,12557,1,13461
0,5.8607,42630,28343,1,7171,1,3535
0,7.7077,56735,45668,1,10545,1,5621
1,6.4734,52535,46620,2,10229,1,6461
0,7.1823,42630,28847,2,7193,1,7266
1,6.9844,55335,57617,2,12025,1,11921
1,8.9196,39830,33257,2,8369,1,15064
1,3.9467,45465,39389,2,9159,1,6174
0,6.6801,58170,63511,2,367,1,7826
0,4.4397,59570,47600,2,10475,1,4851
0,8.3012,51835,55188,2,12103,1,15064
0,8.7227,40530,35343,1,9234,1,9611
0,6.589,38430,33110,2,8619,1,7140
0,6.5237,46865,44765,2,9766,1,5096
0,7.9056,59570,57386,2,12455,1,13818
0,7.6708,71540,93856,1,2842,1,4802
0,5.9237,56735,41083,1,9585,1,7021
0,7.401,48265,45780,2,12380,1,11361
0,6.5841,48475,43281,2,9783,1,6461
0,6.1134,45675,26061,2,7264,1,5096
0,8.1858,54075,58590,1,13042,1,11431
0,9.5978,50575,46102,2,10632,1,16457
0,6.9119,68145,45416,1,10729,1,10556
0,7.6909,51275,30702,1,8682,1,13818
0,7.0171,61845,72709,1,1673,1,8085
1,7.5822,33565,26411,NULL,7276,1,3983
1,5.7929,45675,46879,NULL,10312,1,4697
1,7.5581,33565,28378,NULL,7637,1,3983
0,7.4161,42840,48342,2,10716,1,3983
0,7.911,58345,46361,2,10317,1,3983
0,6.9795,58345,52136,1,12060,1,5775
0,8.415,52675,41636,1,10094,1,5061
1,5.9492,40040,34034,2,8345,1,4697
0,3.9944,35105,26719,2,10181,1,3234
0,3.6844,58345,47698,2,10517,1,4074
0,6.3786,39340,36533,2,8696,1,5096
0,8.8634,40040,29960,1,8074,1,14441
0,7.6694,41440,33215,2,8343,1,5621
0,6.0644,55475,50015,1,10995,1,7140
0,6.1019,49175,48111,2,10465,1,5096
0,3.8055,30205,20321,2,5595,1,4074
0,6.3765,52675,47999,1,11604,1,5775
0,9.1893,31605,24682,2,6386,1,6363
0,8.3709,52675,52969,2,12086,1,9611
1,5.905,45675,50015,2,10624,1,3535
1,7.5976,29505,22988,NULL,6871,1,9723
0,7.82,66045,85379,1,1760,1,8904
0,8.4728,51275,47712,2,10826,1,9611
0,3.0013,41440,32872,2,8488,1,3234
0,5.435,43575,32809,2,7936,1,3535
0,6.07,73990,80941,1,1701,1,8505
0,5.1548,58275,54495,2,11465,1,6440
0,5.9702,64575,72975,1,1236,1,7021
0,8.6141,51345,39207,3,8214,1,7161
0,6.1251,37310,15386,3,5043,1,5831
0,8.9404,56945,70686,1,1795,1,11431
1,8.0674,38010,25662,2,7271,1,10521
0,4.6523,62615,59514,2,12821,1,5348
0,8.0272,56945,62461,1,12857,1,15064
0,8.2231,51345,51884,1,13078,1,6881
0,5.9287,75250,85855,2,3054,1,6440
0,7.3591,52045,49203,1,11133,1,6440
0,6.6551,52045,64470,3,1415,1,3731
1,7.2373,56245,56945,2,11704,1,4802
1,8.7903,40810,40866,1,10082,1,5971
0,4.9139,62615,51933,2,10973,1,5348
0,9.595,33075,23352,1,7079,1,10395
0,7.1542,35175,27643,1,9959,1,15456
0,5.0166,58415,59955,1,12513,1,7021
1,9.5188,51345,46340,NULL,11841,1,9471
0,7.4743,35875,18242,2,5925,1,8085
0,7.5322,68215,63546,1,1212,1,12999
1,6.3806,40110,38178,NULL,8744,1,5096
0,7.2973,59115,67018,2,605,1,6440
0,6.786,48545,40432,1,10201,1,7826
0,4.9058,42210,32305,2,7918,1,3374
0,7.2988,37310,30401,1,8417,1,8085
1,5.9279,40810,46557,2,9970,1,4697
0,7.7418,52745,61488,1,12890,1,8904
1,8.9156,59115,54824,NULL,11734,1,11431
0,8.5716,34475,18725,1,6036,1,8981
0,7.523,52045,41342,1,9871,1,8904
0,8.3474,59815,52206,1,11389,1,14154
1,6.8591,36610,21301,NULL,6656,1,4410
0,8.7727,38010,22148,1,6881,1,16884
0,7.0794,55545,46277,1,10293,1,6440
1,8.9462,32865,22757,NULL,6378,0,16884
0,8.1385,34475,42539,2,9563,1,4158
1,8.8431,54320,55223,NULL,11422,0,15064
0,6.7115,40110,24045,1,7269,1,7140
0,5.8201,33075,22449,1,6433,1,4697
0,8.3775,40110,36064,1,11441,1,12341
1,7.2569,32970,42000,NULL,9070,0,10542
0,10.9909,23555,19222,2,6333,0,11270
0,7.2495,37030,29932,1,9043,0,10542
1,10.742,24255,34202,1,8351,0,12250
0,6.2851,56035,54096,1,12212,0,8505
0,8.9805,53830,47103,1,11779,0,15064
0,9.4064,27755,20741,2,8716,0,15526
0,7.8545,59535,54019,2,11475,0,8085
0,8.8078,37030,27559,2,7604,0,8701
0,8.4366,53830,51660,1,12444,0,12341
0,7.1868,60585,36771,1,9037,0,10185
0,9.6374,36155,27573,1,7775,0,13426
0,9.3415,50435,0,1,2,0,12418
0,5.674,61075,50939,1,12542,0,10500
0,8.9922,29260,25403,2,6869,0,6258
0,10.9967,29960,25165,1,6933,0,22337
0,7.0988,37135,30604,2,7484,0,5621
1,9.6014,29260,25991,1,7192,0,11410
0,8.593,28910,20475,1,6095,0,16884
0,8.6166,54075,47103,1,11234,0,8701
0,8.9132,29855,22624,2,6390,0,8701
0,8.0355,31255,23926,3,6197,0,18984
0,8.8391,57085,58149,1,161,0,8701
0,8.9458,37730,33299,1,9293,0,11431
0,5.9807,44030,61663,2,11540,0,3535
1,10.4861,29155,25368,NULL,6975,0,10150
0,9.4813,56035,49042,1,10427,0,4340
0,8.4477,23870,26894,2,7143,0,5971
0,7.408,64085,66136,1,583,0,5621
0,10.9133,30555,17388,1,5886,0,43344
1,10.5963,27055,14931,NULL,5310,0,14490
0,8.1313,41230,36232,2,8776,0,8701
0,7.4467,46830,38367,1,9323,0,15099
0,5.4514,39830,38185,2,9632,0,4697
0,8.179,57435,0,1,2,0,5971
0,8.8345,35770,22722,1,6983,0,16884
1,9.0244,28770,17556,1,5271,0,20573
0,6.1523,30870,29078,2,7754,0,8505
1,7.2648,28070,17843,NULL,4948,0,10185
0,6.542,35770,37401,2,8675,0,8505
1,7.2722,47600,45787,NULL,10454,0,8904
0,10.4726,28700,32179,1,8608,0,10150
0,7.0411,36645,23835,1,7017,0,17556
1,10.7151,23170,18585,1,5779,0,45444
1,8.8362,53445,55755,NULL,11974,0,4158
1,8.4579,22855,12327,NULL,4640,0,10801
1,10.745,31220,18242,NULL,6280,0,22337
0,8.0716,66850,60389,1,12551,0,4158
0,10.8538,27370,16401,1,5561,0,18977
1,8.2942,38045,19362,NULL,5581,0,13531
1,6.1508,49875,48174,NULL,11052,0,6461
0,8.482,64050,48496,1,11422,0,10521
0,10.4368,22470,27454,2,6767,0,4550
0,8.6275,51345,46466,1,10772,0,5971
1,8.7165,25270,12089,NULL,4652,0,6258
0,8.3073,59885,58660,1,12930,0,5971
0,9.906,22470,24220,1,7095,0,15526
0,10.3219,29470,20811,1,6925,0,7910
0,8.8344,44835,31703,1,8497,0,17164
0,10.535,21385,11256,2,4126,0,16730
0,7.2725,47530,45976,2,10697,0,5621
0,9.0378,31255,30429,2,7459,0,20573
1,9.5048,29855,19887,2,6057,0,18557
0,9.4248,52745,59346,1,13035,0,5355
0,8.4645,42630,39116,1,12309,0,4158
0,9.1992,64435,52696,1,12897,0,8379
0,8.4105,78540,59129,1,518,0,4158
0,8.7237,34755,25067,2,6986,0,10521
0,7.0704,54635,53473,1,10800,0,7266
0,7.3324,56735,46508,1,10666,0,9723
0,8.1319,49385,37828,1,9211,1,9611
0,9.5167,29470,28595,1,7275,1,6363
0,9.0159,48930,43379,2,9827,1,16457
0,7.7855,74340,128415,1,3099,0,5621
0,9.392,47740,46515,2,1153,0,13426
0,8.2741,54040,42882,2,10360,0,12341
0,8.8708,37730,25403,2,7392,0,15064
0,7.8126,46830,45612,2,10549,0,8085
0,9.6,51240,58912,1,41,0,16457
0,7.5976,47740,42014,2,10065,0,5621
0,8.2974,53130,71771,1,949,0,11431
0,7.7689,42385,35077,1,9145,0,13818
0,7.3728,48930,24878,1,7085,0,11004
0,6.6796,42630,52815,2,10862,0,3731
0,5.9609,39830,30695,2,7183,0,3535
0,9.8397,27720,30394,2,7152,0,4340
0,8.8184,64435,43239,1,10172,0,14154
0,7.3491,56245,51226,2,11472,0,13818
0,7.4519,59045,59759,1,172,0,9723
0,7.3192,56245,65926,1,170,0,8904
0,7.1705,30730,28721,2,7703,0,5621
0,7.5261,56945,79366,1,1425,0,5621
0,7.3721,59045,68824,1,288,0,8904
0,7.3244,59045,54159,2,12219,0,13818
0,9.7563,54845,44618,1,10956,0,16457
0,8.4914,54040,54803,2,11837,1,15064
0,7.5653,51730,39732,1,10344,1,10542
0,5.2811,54845,51422,1,11292,1,8757
0,8.4993,39690,39396,2,9010,1,5971
0,7.6144,60095,72044,1,1153,1,13818
0,4.6159,46690,44002,1,9809,1,4361
0,8.0025,56385,65835,2,12441,1,5971
0,9.1531,49140,42903,2,10011,1,13426
0,6.5096,39130,34944,2,7953,1,5096
0,7.1663,57295,57127,1,12079,1,8904
1,7.5532,31220,20783,2,6430,1,8085
0,6.0773,34720,30604,2,7609,1,3731
0,7.9894,62195,73367,1,1475,1,5621
0,7.9812,56735,56140,2,12120,0,13818
0,6.599,60235,53445,1,12072,0,11921
0,9.161,30730,44716,1,9728,1,6363
0,7.5757,61145,73899,1,1393,1,8904
0,9.1795,23520,28070,2,7816,1,11410
0,7.5804,56945,65583,1,346,1,13818
0,6.6976,53340,49448,2,10623,1,7826
0,9.0196,50330,59136,2,12805,1,16457
0,5.5957,60445,54460,2,11418,1,6440
0,6.821,57435,56903,1,11811,1,11921
0,9.0135,38430,31486,1,8531,1,15526
1,6.0977,66535,57323,2,12492,1,8505
0,9.0294,57645,68873,2,636,1,13426
0,7.1786,56945,61355,2,12685,1,13818
0,4.4023,56945,49742,2,10939,1,6335
0,5.8325,56245,62797,2,12680,1,6440
0,7.0342,56245,62335,1,26,1,13818
0,7.5993,58485,70994,1,1053,1,13818
